spot,init,swapped
0,0.9369077761049969,0.9718220934201914
1,0.9291035075194249,0.9867472446700393
2,0.9007454669230558,0.9816535712224371
3,0.9476866733762451,0.9894719039440064
4,0.9631637505254164,0.9922600382818617
5,0.9607901076270081,0.9951311082555343
6,0.9585542379920932,0.9915131617543028
7,0.9662207454618733,0.9878069962716599
8,0.956745904095034,0.9840416220820815
9,0.9575620613440194,0.9898829582537076
10,0.9680890096285658,0.9873065274630658
11,0.9586628609917924,0.9873611520519894
12,0.9721851244110924,0.9932631289671329
13,0.9672598578574746,0.9898503480798384
14,0.9452905256538627,0.9886835633262362
15,0.9563014782073398,0.9873621431684338
16,0.9579385699946309,0.9929707636252758
17,0.9718549061819031,0.9815502145386625
18,0.9429001834532681,0.963036398414363
19,0.8837533080055716,0.9573787602130408
20,0.9328056356869106,0.9840300149023663
21,0.8871666142529153,0.9915703618790247
22,0.979596432439472,0.9935525856921645
23,0.9707731644815673,0.9929474587440247
24,0.9632829876904547,0.9802989389607661
25,0.9667157058784512,0.9950798633270854
26,0.9648426034154264,0.9947523730358883
27,0.971282648719649,0.9849352828672517
28,0.950701501961336,0.9831528051910772
29,0.9671605689825287,0.9819767803472784
30,0.9577417570504443,0.983148720310862
31,0.967039798327776,0.9891344482434198
32,0.9638235727525647,0.9907670395627918
33,0.9483710845056389,0.9755044941475224
34,0.9508436253877084,0.983162398438553
35,0.9554378714747411,0.9786887251795844
36,0.958717971987452,0.9747134881461705
37,0.931595375383587,0.9680376355753959
38,0.9914477634475971,0.9914400684033413
39,0.9870099837717077,0.9883921450377835
40,0.960488285854156,0.9903529866823536
41,0.9190868051466177,0.9789310629845602
42,0.9815798489748694,0.9923157749421256
43,0.971411456160165,0.990011400418632
44,0.9778941881675363,0.9889843570841085
45,0.9708149812368847,0.9847651652602912
46,0.9747237898523403,0.9864469615035719
47,0.9830100683156537,0.9877667702038826
48,0.9799135976542362,0.9867070123578927
49,0.9843238238945071,0.9899775486535893
50,0.9650102728497398,0.9844201419106992
51,0.9827846533465102,0.9891307404226592
52,0.9759209085651255,0.9826083495444814
53,0.9801679055102976,0.9898976012091624
54,0.9642475696643279,0.9882717468734024
55,0.9691510236297874,0.9814466631235456
56,0.8856760366102618,0.9067803856457609
57,0.9762748795124778,0.9879776963109497
58,0.9637653379533295,0.9746971530169921
59,0.9329959330467892,0.9764608664824459
60,0.9844069184162407,0.9933712878213494
61,0.9714733924801476,0.9867517783172868
62,0.9770010301405632,0.9868168957788492
63,0.9756086800636437,0.9930383710393427
64,0.9619654805663371,0.9829550237155897
65,0.9840822050207368,0.9875960558583287
66,0.9867399745595397,0.9871905502311422
67,0.9813667069584676,0.9915058047562598
68,0.9643302266460119,0.9887342736759249
69,0.9802901441042434,0.9896437410446278
70,0.9854206481379894,0.9916265404096726
71,0.9713333380031957,0.9814519745072036
72,0.9750851563721606,0.9869664974483912
73,0.984801213972226,0.9883230244088655
74,0.9657417154968021,0.978223222226507
75,0.8545264973596671,0.9139526075220166
76,0.941260136957908,0.9531169083455407
77,0.9706149629394123,0.979276137244438
78,0.921898200809486,0.9847026814068262
79,0.9423917346259693,0.9914806873110866
80,0.9750555869086271,0.9910966732323664
81,0.9739730473743581,0.9866238294762768
82,0.9767685292612414,0.9830621630441706
83,0.982279286618468,0.9875407361734184
84,0.9825770587372993,0.9906218887415302
85,0.9682147628179937,0.9821833992371568
86,0.9741962655913258,0.9827222450786506
87,0.980446403665505,0.996383677085067
88,0.9752656514264902,0.9889044978677918
89,0.9608278050497154,0.9751765701695503
90,0.9711133045158203,0.9818611687561354
91,0.8929769926852934,0.9250895918530763
92,0.9703982745623293,0.982045336299959
93,0.9216121481379842,0.9488296509020653
94,0.9412998663466098,0.9711686486222507
95,0.9763284873057183,0.9808272811311923
96,0.9638702887010508,0.9855402983351395
97,0.9640881712964882,0.990069663096528
98,0.9556073365040023,0.978739192764234
99,0.9829457849101476,0.9901036103982429
100,0.9787876070428273,0.9847873171174404
101,0.9738699904245339,0.9827406612194296
102,0.9651544990158696,0.9846399751330586
103,0.9842954210526461,0.9915344763959134
104,0.9866518108647059,0.9915479056275441
105,0.9778425926857551,0.9905738146053081
106,0.9752533000655493,0.9821922133289155
107,0.9726292425979517,0.9884703903800396
108,0.9813680400195189,0.9876063851139713
109,0.9738133685296552,0.9806697105569053
110,0.9634714528964585,0.9687760414928188
111,0.9604849032356023,0.9670598317611382
112,0.9352244309782729,0.9597759896051863
114,0.9633226888805062,0.9830613608201839
115,0.9226611179409128,0.9733079558768272
116,0.9559273660631143,0.9854899882650116
117,0.9621801694781827,0.9700711480451283
118,0.9744422238479779,0.9849109990463176
119,0.9771715393862017,0.9835022875475048
120,0.9841133685324311,0.9863941415040666
121,0.9806991193023971,0.9857197674527516
122,0.9845241713777715,0.9896871229245003
123,0.9825160760265997,0.9858793353535568
124,0.9812499577743832,0.9854284377042817
125,0.9729993653133915,0.9843852930140554
126,0.9881627765033362,0.9880608274360678
127,0.9732940328408446,0.9774056936076815
128,0.9830657288669767,0.985184863376633
129,0.9742331543773365,0.9792570311613624
130,0.9748997491414608,0.9758562979068025
131,0.6876288041694664,0.7443219953295778
132,0.8375228623694998,0.89367143813474
133,0.9732100761439391,0.9822584762373321
134,0.9764406140442595,0.9837877859423402
135,0.9845429602587592,0.9903406313037773
136,0.972803757208597,0.9808634539333299
137,0.9931361311216369,0.9931158527434006
138,0.9874171591990808,0.9891160922253561
139,0.9852586027352546,0.9863931378221475
140,0.9864371076056393,0.9862269293200666
141,0.9814712740286613,0.9882404926130371
142,0.9737358213241967,0.983251924555747
143,0.9819025227443785,0.9900271813880306
144,0.9917250719219746,0.9930954807565215
145,0.9815806483076921,0.9868086241192388
146,0.9828761878356448,0.9844810270104477
