spot,init,swapped
147,0.9791433235864498,0.9795642925288276
148,0.9743850127791904,0.9785992336111785
149,0.9649599968123973,0.9751484772928914
150,0.7011311181095794,0.7814311928375725
151,0.9423689852834348,0.9805867845676888
152,0.9321609814214808,0.9669932161546146
153,0.9266426838719388,0.9469203449072575
154,0.951532330341689,0.9513812638531053
155,0.9898411149482749,0.9899966706788524
156,0.9876242198631809,0.9870948370395597
157,0.9906312657137654,0.9907491459893413
158,0.9916971503302956,0.9928291956593033
159,0.9785449176269873,0.9785449176269874
160,0.9863171602933212,0.9902583854565966
161,0.9896246017618457,0.9912036332760863
162,0.987740555330768,0.9882283914877151
163,0.975997093062303,0.9781012833021248
164,0.9907755732642773,0.9926412906402331
165,0.9765664396280955,0.9768409226625033
166,0.9775511929149429,0.9836740429327879
167,0.9820262318717018,0.9866287364729831
168,0.9713065255615504,0.9804319080667743
169,0.9327380856180785,0.9511503761605318
170,0.9587102436836855,0.993391660165396
171,0.9498414396082233,0.9718873468637858
172,0.9458537154059953,0.9540858231627573
173,0.9494103590286738,0.9855745938432985
174,0.9765511305907089,0.9751439164012351
175,0.9857210861210303,0.9837434589954008
176,0.9724513287787115,0.9733748442792716
177,0.9813066507482958,0.9864277873431895
178,0.9911338124718255,0.9933965224900894
179,0.9921607609070408,0.9927226339075027
180,0.9847621646214855,0.9848932971275743
181,0.9816797849390267,0.9815416096197916
182,0.9753523959965361,0.9805348353660454
183,0.9747611993448773,0.9817750931649365
184,0.9814716543105062,0.9906782752403471
185,0.9452555944254688,0.9682644394002573
186,0.9742745510526234,0.9777824347397179
187,0.9056788525351769,0.9279175124734294
188,0.878371060249753,0.8635756339342411
189,0.9803199263229666,0.9941069590995658
