x,y
23.548481,38.98473
23.607376,38.883167
23.50777,38.873123
23.502995,38.903263
17.676903,33.38245
17.696495,33.482117
17.817776,33.266533
17.806253,33.089405
17.681519,33.33027
17.784468,33.18019
17.679873,33.11561
17.787605,32.988697
17.723118,32.885735
17.699465,33.50573
17.772264,33.289482
17.88388,33.29746
18.019674,33.27894
17.935257,33.47802
17.854511,33.40612
17.967527,33.2311
17.892065,33.341496
17.891018,33.32822
18.100563,33.089546
17.867727,33.275272
18.027264,33.409306
18.233927,33.612137
18.265759,33.40886
18.375978,33.43937
18.27478,33.37743
18.355555,33.584736
18.264404,33.524857
18.014988,33.591343
18.212252,33.39822
18.265724,33.627144
18.275278,33.450848
18.588465,33.594017
18.622217,33.972378
18.54401,33.813187
18.496737,33.997734
18.409014,33.932312
18.614025,33.581673
18.599476,33.551876
19.19931,34.336693
18.83491,34.090683
19.19139,34.599373
18.853027,34.32234
19.195658,34.392746
18.823301,34.306866
18.762106,34.20628
19.179703,34.509903
19.07073,34.410015
19.36034,34.752613
19.32148,35.073612
19.571083,34.70617
19.472094,34.820957
19.051891,34.290024
19.33433,34.735256
19.100157,34.13253
19.340046,34.494072
19.452572,34.63575
19.476469,34.931274
19.699835,35.167698
19.62683,34.962048
19.72144,34.82238
19.79805,34.823643
19.465971,35.220345
19.494265,34.900414
19.604912,34.86256
19.53621,34.91287
19.663193,34.81777
19.428173,35.18366
19.79059,35.299706
19.973726,35.05822
20.016829,34.857327
19.813925,34.977795
20.16159,35.009876
20.145407,34.85293
19.9845,35.007427
19.78531,35.120358
19.790962,35.14168
19.831322,35.225655
20.263592,35.640717
19.89629,35.541676
20.466282,35.23133
20.049143,35.31143
20.30177,35.68228
20.489876,35.42136
20.29875,35.387516
20.329048,36.13357
20.134438,35.952553
20.140646,35.717686
20.79111,36.042065
20.8605,36.489388
20.254704,36.20946
20.570581,36.21274
20.32691,36.455086
20.661913,36.35361
20.39762,36.398388
20.358812,36.337917
20.43584,36.330204
20.51331,36.357548
21.38096,36.148373
21.121012,36.240917
21.14713,36.68081
21.419838,36.217
21.140232,36.522564
21.110867,36.53875
21.242954,36.421402
21.13767,36.106083
21.073687,36.064537
21.288103,36.19867
21.81255,36.54464
21.514574,37.395607
21.360556,36.996864
21.5586,36.89544
21.51344,36.999744
21.208927,36.86247
21.729195,36.512096
21.476822,36.850327
21.516829,36.89601
21.774382,37.20437
21.793743,37.335007
21.85929,37.081257
22.012108,37.58073
21.980852,36.82742
21.807217,37.45078
21.706652,37.292126
21.831015,37.386032
21.895367,37.2275
21.733265,37.414192
21.901684,37.602097
22.277784,37.631958
22.106903,37.864635
22.212543,38.039833
22.498556,38.085987
22.562153,38.100136
22.489653,37.903187
22.49939,37.76445
22.157036,37.566223
22.265385,37.67107
22.091232,37.74558
22.56864,38.031628
22.521042,37.93661
22.684496,37.943798
22.677685,37.839165
22.660137,38.060715
22.428612,37.95502
22.383947,38.020756
22.433325,38.22074
22.396242,38.158222
22.863962,38.340168
22.736454,38.405144
22.781816,38.642643
22.846418,38.268223
22.722883,38.40562
22.822914,38.283115
22.678156,38.347675
22.634409,38.46108
22.834114,38.582832
22.703556,38.4241
23.105198,38.44431
23.290758,38.527832
22.98185,38.50345
23.122917,38.519863
23.06534,38.506393
22.983723,38.516804
23.222353,38.734005
23.033115,38.64064
22.991886,38.45211
23.082518,38.72021
23.082895,38.85903
23.350061,38.90415
23.365183,39.008987
23.259672,39.06135
23.443861,38.98778
23.26859,38.989426
23.177034,38.914352
23.434479,38.883102
23.09769,38.74704
23.29381,38.87191
23.431837,38.934074
23.491678,39.0225
23.451334,39.011753
23.43282,39.155487
23.513796,39.113308
23.537397,38.980457
23.390398,39.134605
23.370907,38.802334
23.544437,38.99348
23.47685,39.02396
17.363602,33.56111
17.58243,33.733364
17.352179,33.764126
17.528685,33.713863
17.43228,33.91474
17.253115,33.749165
17.582256,33.61266
17.531666,33.652924
17.496765,33.586246
17.383303,33.79787
17.599783,33.67945
17.579002,33.589405
17.464525,33.996193
17.539068,33.522354
17.61637,33.84225
17.485039,33.87018
17.559725,33.995586
17.547878,33.866592
17.454678,34.055298
17.450264,33.896862
17.825188,33.893974
18.077793,33.882545
17.76887,33.959988
17.713215,33.921993
18.116558,33.81643
18.045225,33.86283
17.763025,34.111034
17.679409,33.885117
17.798733,33.971287
17.79151,33.755573
18.059504,34.288
18.300274,34.480183
18.319468,34.235775
18.003107,34.28873
18.099863,34.339348
18.134007,34.336796
17.992338,34.423664
18.047615,34.012405
18.357458,34.49433
17.953743,34.24037
18.659008,34.706516
18.762167,35.00454
18.532131,34.9357
18.522331,34.868153
18.57369,34.588196
18.949415,35.09145
18.465721,34.411434
18.495031,34.31588
18.465658,34.543194
18.571335,34.88171
18.416914,34.62918
19.056925,35.009945
19.147718,35.206375
19.187407,35.25287
18.972883,35.199997
19.077843,35.15688
19.08409,35.293667
18.907763,35.09693
19.030994,35.249054
18.536386,34.78642
18.50119,34.824158
19.24055,35.66327
19.529295,35.527866
19.402405,35.556774
19.308891,35.51218
19.228395,35.2836
19.499739,35.42982
19.052185,35.524075
19.332657,35.415894
19.275585,35.467144
19.400969,35.638
19.324556,35.36281
19.334509,35.57017
19.548546,35.92039
19.5799,35.77843
19.612,35.850048
19.707056,35.809742
19.834341,36.038372
19.625221,35.723732
19.459112,35.77819
19.592072,35.773037
19.554443,35.690464
19.494854,35.896675
19.89548,36.263237
19.658682,36.162266
19.773518,35.95899
19.857273,36.17463
20.033943,36.522015
19.728508,36.12408
19.851288,36.11299
19.730913,36.055073
19.9647,36.259632
19.84762,36.516323
20.256582,36.581604
20.310556,36.65457
20.333635,36.3424
20.243427,36.51278
20.152597,36.4903
20.282005,36.487774
20.516848,36.597324
20.013767,36.3471
20.076286,36.60505
20.501177,36.843258
20.761608,37.257935
20.536892,36.92928
20.6418,37.16529
20.794748,37.11797
20.405575,36.64792
20.85479,37.02214
20.708063,37.05952
20.758133,37.15175
21.091238,37.20207
21.0968,37.37848
21.284313,37.216076
21.096136,37.252953
21.313828,37.43637
21.29843,37.37413
20.84747,37.65434
20.864904,37.309288
20.979382,37.515423
20.954996,37.29556
21.636978,37.813766
21.088026,37.67054
21.402918,37.79368
21.71199,37.73227
21.657864,37.443203
21.27061,37.749485
21.516186,37.64222
21.556477,37.7566
21.52669,37.655396
21.374966,37.650127
21.81491,37.866043
21.815277,38.229786
21.647406,37.806564
21.947802,38.1362
21.990583,38.224262
21.918337,38.127243
21.711866,38.139637
21.631758,38.376995
21.787298,38.074966
21.793226,37.828255
22.694468,38.30337
22.429176,38.441998
21.970125,38.330746
22.409357,38.411316
22.406458,38.354298
22.247948,38.45436
22.260656,38.56487
22.070272,38.364338
22.315825,38.269363
22.108986,38.433727
22.60115,38.540325
22.513742,38.441566
22.602636,38.64896
22.602123,38.40885
22.752874,38.42838
22.421335,38.741455
22.523602,38.79593
22.337364,38.817364
22.261892,38.549934
22.661482,38.520546
22.91486,38.941124
22.876726,38.947136
22.689854,38.995354
22.81201,38.75496
22.844944,39.023518
22.66384,39.09735
22.775608,39.10891
22.763256,38.977596
22.945635,39.259064
23.179947,39.288
22.84395,39.275723
23.215702,39.270447
22.827368,39.489754
23.052307,39.28593
23.18876,39.280186
23.122377,39.253826
23.001074,39.18715
23.051197,39.18868
23.139452,39.37184
23.220402,39.266624
23.095974,39.25901
23.162668,39.13703
22.55156,40.5563
23.269018,39.24094
23.351234,39.18455
23.206047,39.357647
23.355652,39.16479
23.137867,39.375534
22.639767,40.13968
16.602238,34.5108
16.571321,34.526222
16.71337,34.4065
17.317759,34.072884
17.047836,34.20948
17.285948,34.210186
17.157888,34.27644
17.19279,33.954014
17.31379,34.01446
16.519556,34.618214
16.648935,34.48393
17.633497,33.713455
17.269321,33.996716
17.605156,33.691406
17.242836,34.25992
16.985126,34.111893
17.429651,34.21661
17.178902,34.212326
17.40502,34.15111
17.465603,34.205116
17.475355,34.127617
17.448992,34.347706
17.08238,34.478798
17.309,34.52427
17.663189,34.585365
17.861046,34.55145
17.415773,34.23943
17.612312,34.34986
17.588446,34.1747
17.568033,34.24165
17.62039,34.41
17.81295,34.776474
17.897993,34.5462
17.804083,34.829754
18.14557,34.84712
17.702793,34.40664
17.928638,34.81075
17.802525,34.42427
18.202942,34.80008
17.932411,34.68871
18.737694,35.223957
18.06906,34.69192
18.246809,35.07828
18.183153,35.182068
18.135984,34.860355
18.151937,35.184593
18.314413,34.985287
18.331541,35.222195
18.345146,34.888493
18.242695,35.16628
18.871325,35.7192
18.696203,35.53897
18.695808,35.51643
18.841032,35.41084
18.54034,35.472385
18.77422,35.704437
18.884737,35.570087
18.756119,35.615307
18.680468,35.47911
18.713219,35.659336
18.979431,35.9474
18.829063,35.593803
18.978155,35.824886
18.855198,35.76016
19.068449,35.76125
19.17086,35.77281
19.199669,35.7184
18.995382,35.717457
18.69716,35.9632
19.070288,35.91488
19.098743,35.545223
19.311981,36.103405
19.349573,36.2331
19.335835,36.259274
19.300734,36.164394
19.292171,35.969143
19.248571,36.359478
19.33483,36.31113
19.35584,36.271732
19.374815,36.21679
19.52005,36.363018
19.421103,36.405567
19.544012,36.584606
19.657515,36.718037
19.684145,36.45263
19.534569,36.1464
19.596756,36.420483
19.616058,36.436718
19.836473,36.4251
19.701893,36.530415
19.757982,36.680122
19.77669,36.236183
19.918879,36.64697
19.868252,36.667713
20.010578,36.86625
20.122908,37.082977
20.010473,37.120167
19.894453,36.961735
19.995378,36.828293
20.031826,36.793343
19.873648,36.705803
19.902857,36.758854
20.363972,37.384945
20.362926,37.61985
20.248127,37.457596
20.400908,37.53351
20.62477,37.40871
20.453926,37.528515
20.29063,37.08454
20.1061,37.381767
20.291702,37.24989
20.435022,37.640976
20.821886,37.697918
20.524197,37.505424
20.650549,37.67272
20.555014,37.859924
20.773962,37.67846
20.713865,37.771297
20.611164,37.81118
20.822134,37.915955
20.678982,37.875088
20.752249,38.133224
21.248322,38.31794
21.133656,38.16343
21.298996,37.96554
21.125786,38.04819
21.225252,38.185963
21.369839,37.79515
21.224237,38.510044
21.450054,38.46287
21.725336,38.849415
21.725698,38.6979
21.533304,38.363785
21.29733,38.689575
21.544178,38.770943
21.609621,38.852516
21.383478,38.78102
21.324913,38.660812
21.46186,38.65122
21.73127,38.98357
21.717985,39.001534
21.790138,39.281944
21.794018,38.927727
21.843699,38.956276
21.86286,38.93604
21.707289,39.040585
21.624277,39.10518
21.675634,39.20416
21.818853,39.20835
22.185616,38.921307
21.94442,39.349903
22.190428,39.07676
22.029827,39.05046
21.94137,38.962204
22.308802,39.205303
22.084633,39.422485
22.26149,38.903435
22.242247,39.124676
21.97283,39.08094
22.332195,39.880985
22.238192,39.66892
22.22652,39.547897
22.225073,39.314407
22.33587,39.608124
22.319464,39.671413
22.175861,39.568295
22.203934,39.50598
22.421541,39.88272
22.319447,39.100132
22.514694,40.04029
22.869137,39.436234
22.897614,39.33242
22.859024,39.48573
22.487812,40.555252
22.434803,40.398247
22.828623,39.515858
22.46179,39.864777
22.381626,39.914093
22.658953,39.67882
16.970568,34.554264
17.052242,34.585213
16.684795,34.703445
17.033619,34.485863
16.771204,34.78348
16.828424,34.617657
16.637928,34.611767
16.894833,34.549057
16.504763,34.700897
16.745,34.686756
17.42534,34.23129
17.28598,34.289284
21.329672,39.239574
16.942696,34.53203
16.652344,34.7083
17.178795,34.39199
17.088768,34.611664
17.143776,34.625313
17.148073,34.53159
16.908628,34.566845
17.404757,34.466988
17.2424,34.904457
17.152838,34.831573
17.132105,34.89893
17.37522,34.736397
17.023785,34.76394
17.092493,34.96995
17.060013,34.74348
17.33081,34.42461
17.970345,35.54665
17.93446,35.253277
17.640675,34.885674
17.76552,34.71392
17.85786,35.342125
17.57335,34.704765
17.667555,35.447147
17.505917,35.12128
18.03049,35.442043
17.862617,35.347145
17.611422,35.034092
18.217184,35.69656
18.358408,35.548542
17.884798,35.696518
18.043102,35.7813
17.942045,35.528973
18.267155,35.558487
17.997515,35.374615
18.18657,35.960796
18.086332,35.77797
18.289232,35.47423
18.293634,35.874615
18.41227,35.676548
18.376284,36.00348
18.320187,36.07916
18.228832,35.255383
18.187468,35.638058
18.198689,35.91144
18.552366,36.012215
18.55989,35.962563
18.3259,36.060627
18.552032,36.035297
18.73842,36.28327
19.210194,36.00675
18.741556,36.20421
18.790945,36.3316
18.43525,35.975693
18.714111,36.354813
19.024645,36.44999
18.740297,36.23708
18.925161,36.0561
18.94022,36.43244
19.229813,36.42041
19.280212,36.478397
19.236866,36.562878
19.083118,36.631012
19.289694,36.4317
18.94123,36.559174
19.116243,36.572342
18.775898,36.406498
18.908224,36.716022
19.20925,36.909348
19.52652,37.280296
19.333601,36.822533
19.436235,36.90246
19.197348,36.580505
19.313879,37.09601
19.491907,36.691532
19.320253,37.019257
19.261051,36.915916
19.534513,36.981483
19.34435,36.87357
19.708088,37.59779
19.656288,37.52523
19.81495,37.513634
19.668798,37.63426
19.802757,37.330864
19.830683,37.552032
19.86503,37.404697
19.779583,37.704403
19.642563,37.571297
19.495468,37.45544
20.472937,37.56437
19.980875,37.732224
20.037848,37.91914
20.050188,37.925716
20.086384,37.74847
19.889004,38.096275
20.109331,37.75776
19.857357,37.782803
19.925081,37.59447
20.010931,37.82747
20.224306,38.22072
20.188887,38.203213
20.349092,38.456425
20.462801,38.288876
20.436234,38.372223
20.262266,38.374683
20.45957,38.174854
20.573109,38.25503
20.556057,38.069077
20.253824,38.423367
20.857285,38.823547
20.869328,38.676456
21.145191,38.604424
21.015388,38.78028
20.983023,38.825665
20.822239,38.80194
20.835629,38.474133
20.99811,38.99805
20.820574,38.357655
20.745821,38.656696
21.25016,39.13716
21.048473,39.108288
21.380873,39.061726
21.310865,38.934307
21.062145,38.937225
21.209175,39.134377
21.179626,39.070667
21.208658,38.953087
21.222551,38.90643
21.578693,39.30505
21.57815,39.098877
21.442326,39.23995
21.489895,39.283607
21.594679,39.331345
21.439875,39.44283
21.534252,38.969063
21.415632,39.29147
21.425291,39.17195
21.44282,39.065098
21.56112,39.7464
21.712954,39.521404
21.524033,39.54805
21.851862,39.731205
21.620905,39.474483
21.604212,39.528484
21.80864,39.68163
21.70057,39.86049
21.635431,39.860844
21.602905,39.749073
22.291975,40.29484
21.8751,40.034027
21.913013,39.816055
22.114185,40.16825
22.018696,39.769257
22.072138,39.96527
22.14211,40.160213
22.10883,40.16443
21.964828,40.073517
22.276356,40.26767
22.13815,40.25602
22.121473,40.79305
22.213383,40.089867
22.332815,40.628983
22.042559,40.655323
22.062624,40.21989
22.296812,40.25895
22.068422,40.33479
22.295021,40.414772
22.425232,40.63269
22.401669,40.61293
22.397327,40.588562
22.123318,40.956192
22.393698,40.568195
22.256046,40.71569
22.01638,41.232304
22.28264,40.770344
22.279152,40.775154
22.392859,40.595768
16.48072,34.811848
16.671007,34.971783
16.566462,35.13159
16.498735,34.866028
16.514526,34.81202
16.554739,34.793655
16.601933,34.710674
16.513737,35.09039
16.648415,34.97763
16.692139,35.28889
16.837824,35.147717
16.564547,35.185432
16.59671,35.00988
16.865469,34.96455
16.89614,34.94971
16.575949,34.829224
16.70165,35.090252
16.696648,35.155064
16.863663,34.99146
16.606844,34.87248
16.996239,35.30752
17.463451,35.761124
16.53961,34.753414
16.563597,34.849808
17.038406,35.229015
17.07497,35.174572
16.737183,35.249275
17.04113,35.019077
16.62241,34.83402
16.637487,34.893803
17.222044,35.697502
17.337702,35.622746
17.530724,36.057896
17.335987,35.17456
17.402046,35.64899
17.205566,35.3896
17.418392,35.395927
17.833384,35.99884
17.337753,35.707394
17.378328,35.792614
17.912891,36.13956
17.835588,36.17991
17.769669,36.177395
17.759241,35.870613
17.706596,36.16454
17.923542,35.80587
17.713816,36.124805
17.744009,35.894737
17.933447,35.64731
17.833527,36.003372
18.152822,36.11583
18.004393,36.486088
18.128668,36.400867
18.031147,36.36718
17.99408,36.622005
18.06156,36.239155
18.107664,36.438976
17.90309,36.60452
17.992992,36.49796
18.12452,36.784924
18.389406,36.396107
18.247614,36.434166
18.376633,36.8125
18.563597,36.788662
18.510975,36.54208
18.290155,36.981274
18.252085,37.175175
18.520931,36.91444
18.42626,36.646942
18.751518,37.24464
18.806723,37.09773
18.764925,37.10406
18.619726,37.209236
18.686033,37.14727
18.547636,37.093918
18.570795,37.19437
18.626047,37.02007
18.628086,37.111347
19.103563,37.754837
19.014254,37.637238
19.152481,37.4231
19.000198,37.62099
19.286636,37.612633
18.89875,37.494022
19.094994,37.758926
19.227816,37.0732
19.246386,37.443287
19.059595,37.693653
18.991606,37.57325
19.179703,37.932217
19.582277,37.879955
19.335432,38.15639
19.597992,37.84597
19.295732,37.890026
19.175264,37.692123
19.565035,37.970413
19.478924,37.800076
