	adj_UMAP1	adj_UMAP2
0	411.05604478804753	748.2625907243349
1	169.55697812778664	184.04652624583443
2	289.27156393323844	143.31031302036817
3	467.7434574307604	576.8006286849505
4	669.3687671361206	362.88319632992346
5	524.685365366427	382.2361494963188
6	266.7034868991939	209.10582942534862
7	201.4989651189616	253.4445649088493
8	562.7154453101516	641.8043819562971
9	187.39992588932293	248.10581920777474
10	430.89273563074784	1181.2602345202185
11	35.946396740656155	964.7887203819423
12	384.0019388168234	1098.2776373855324
13	543.4635524154784	1144.3081617181733
14	634.8447083132942	1338.1985143200857
15	345.9874096784465	922.0882830736247
16	341.160765687835	1135.142493622655
17	250.0372950954727	1067.2206114944026
18	304.18094216058716	1103.0428333417667
19	479.484255460666	1295.6725101416137
20	497.9414124864096	1939.8146672670568
21	341.95998925895105	1958.3956461573582
22	178.08415578629373	1555.861863298033
23	213.07443481141573	1703.3546476977492
24	392.2522508996154	1810.6880803422648
25	332.6527945926043	1747.5805275840921
26	520.0710576507771	2050.11685636412
27	448.2123554460678	2053.104704498034
28	450.7515490678609	2056.0830067912652
29	448.8511534813837	2440.413533658104
30	507.858900263976	2592.878037637633
31	325.1277398249853	2555.262757883735
32	441.3730009866922	2473.221840869225
33	99.65770015536384	2584.818442955133
34	288.60338377989683	2616.7689790179024
35	293.1887174689051	2732.994091192903
36	613.3561162312342	2914.501920296157
37	356.9832878075682	2714.1403964891965
38	305.6830864698529	3278.6681554629395
39	273.2403765251467	3345.4629488444175
40	208.30711830205507	3272.187101213183
41	543.1192960126073	3531.8951749749344
42	633.9767712347257	3646.2121530478244
43	506.3836156020802	3388.954233941469
44	442.92710594039016	3375.255831088806
45	27.754847358978225	3259.233312423875
46	334.47344363452936	3276.9875740015136
47	474.1343389196421	3375.1435150010375
48	463.22397072484625	4276.638214545644
49	110.42959833598474	3859.2416462962233
50	494.57536980672046	4246.5548247618235
51	194.93099375844056	3941.255859794298
52	538.3696551778904	4269.117367099689
53	419.64945037644765	4202.975071912882
54	312.7895801372716	4149.9977480901925
55	424.18777251336206	4097.965762698789
56	455.6996349451964	4192.876345866482
57	336.14397422385275	4013.377158933964
58	319.01057981206526	4800.997048487839
59	307.2402776537905	4837.474738636314
60	476.1881296852438	4985.1241060640405
61	491.51277002217574	4995.463197653786
62	384.9928025353268	4889.895166988499
63	296.800924199737	4819.967474637907
64	160.53843993271127	4567.3780904202295
65	440.8386609549163	4957.656762358547
66	505.76758321357886	5000.972091297086
67	367.1098319904463	4895.071323455744
68	306.34808817048634	5610.712388080412
69	355.3142466053787	5383.341412958662
70	708.8945751535758	5795.702702623635
71	318.4786005995501	5482.961342959268
72	283.52407223766363	5675.438061616662
73	105.31593226905892	5711.138058184832
74	426.8538167675769	5603.086406940383
75	572.0424735055005	5477.048352591126
76	329.75578984780367	5791.007839026613
77	343.4724048434291	5719.563435018407
78	453.7589892060978	6539.914032575489
79	285.2815182238925	6243.83701332235
80	434.20750015327525	6453.465649124328
81	186.35884214997873	6164.601318255887
82	395.7323014374066	6341.043457970975
83	613.0455892660361	6659.892158398596
84	133.16695896226383	6088.396126574604
85	392.6385684734002	6379.080566033547
86	508.6625874206133	6527.105526464654
87	347.14714470704416	6352.664151279571
88	404.6760605086073	7112.917464823627
89	478.42531673375146	7227.246482609043
90	507.1899777498385	7229.71182140309
91	392.0600811191885	7146.919189462905
92	325.517309449821	7027.787748708739
93	129.65825519909043	6841.393885365556
94	482.8429758444708	7331.434835158369
95	347.8264879589537	7138.78784659653
96	306.80353543628354	7068.800725872127
97	374.4597069351281	7875.233478443544
