,sc_id,spot,celltype,indice,x,y,UMAP1,UMAP2,core1,core2,scale_factor,adj_UMAP1,adj_UMAP2
548,533,54,ExcitatoryL2and3,139,1875,12375,17.511686325073242,39.820281982421875,17.28293628692627,39.82747383117676,1358.7613867767313,2185.8167190578115,12365.227993612323
549,1306,54,Vip,139,1875,12375,17.294042587280273,39.86961364746094,17.28293628692627,39.82747383117676,1358.7613867767313,1890.0908120709662,12432.257955212805
550,995,55,Npy,140,1875,13125,17.498538970947266,40.06944274902344,17.544861030578613,40.1700984954834,1749.401815389019,1793.9641047883633,12948.912654413603
551,411,55,Npy,140,1875,13125,17.489768981933594,40.068172454833984,17.544861030578613,40.1700984954834,1749.401815389019,1778.621870086904,12946.690399452495
552,490,55,Npy,140,1875,13125,17.39750862121582,40.1036376953125,17.544861030578613,40.1700984954834,1749.401815389019,1617.2214275587853,13008.733355528819
553,1446,55,Vip,140,1875,13125,17.660938262939453,40.27366638183594,17.544861030578613,40.1700984954834,1749.401815389019,2078.0657210173877,13306.181848401131
554,82,55,Vip,140,1875,13125,17.499279022216797,40.13175964355469,17.544861030578613,40.1700984954834,1749.401815389019,1795.2587518227622,13057.929942835977
555,1412,55,Other,140,1875,13125,17.54872703552246,40.19688034057617,17.544861030578613,40.1700984954834,1749.401815389019,1881.7631960670712,13171.85220842476
556,587,55,Other,140,1875,13125,17.74599838256836,40.24421691894531,17.544861030578613,40.1700984954834,1749.401815389019,2226.8700487134033,13254.66290455804
557,430,55,Astro,140,1875,13125,17.58540153503418,40.31820297241211,17.544861030578613,40.1700984954834,1749.401815389019,1945.9216320913558,13384.094240806324
558,971,55,Astro,140,1875,13125,17.6224422454834,40.2303466796875,17.544861030578613,40.1700984954834,1749.401815389019,2010.720718194518,13230.398282820543
559,1282,55,Astro,140,1875,13125,17.400007247924805,40.064659118652344,17.544861030578613,40.1700984954834,1749.401815389019,1621.5925296594621,12940.54416275826
560,1020,56,Astro,141,1875,13875,17.589548110961914,40.4604377746582,17.519658851623536,40.35050659179687,747.5933396475621,1927.2487447942726,13957.18382012671
561,447,56,Astro,141,1875,13875,17.490341186523438,40.36952590942383,17.519658851623536,40.35050659179687,747.5933396475621,1853.0823088371487,13889.218715182555
562,1234,56,Astro,141,1875,13875,17.377790451049805,39.86937713623047,17.519658851623536,40.35050659179687,747.5933396475621,1768.9401286246261,13515.310823510299
563,625,56,Astro,141,1875,13875,17.517541885375977,40.388526916503906,17.519658851623536,40.35050659179687,747.5933396475621,1873.417370133066,13903.423741522216
564,718,56,Astro,141,1875,13875,17.528362274169922,40.378700256347656,17.519658851623536,40.35050659179687,747.5933396475621,1881.5066207278167,13896.077395838423
565,1150,56,Endo,141,1875,13875,17.706344604492188,40.35374450683594,17.519658851623536,40.35050659179687,747.5933396475621,2014.5650254516947,13877.42064371755
566,1227,56,Endo,141,1875,13875,17.455493927001953,40.45802307128906,17.519658851623536,40.35050659179687,747.5933396475621,1827.0307297139168,13955.378603970716
567,265,56,Endo,141,1875,13875,17.586328506469727,40.411903381347656,17.519658851623536,40.35050659179687,747.5933396475621,1924.841789919614,13920.899830943908
568,193,56,Endo,141,1875,13875,17.579814910888672,40.36919021606445,17.519658851623536,40.35050659179687,747.5933396475621,1919.9722692460598,13888.967753062921
569,297,56,Endo,141,1875,13875,17.365022659301758,40.44563674926758,17.519658851623536,40.35050659179687,747.5933396475621,1759.3950125517792,13946.118672124723
570,648,57,Other,142,2625,375,13.780638694763184,33.07225799560547,13.717960262298584,33.13618125915527,1224.1117719473727,2701.725407027124,296.75078058739143
571,641,57,Other,142,2625,375,13.782922744750977,33.1270637512207,13.717960262298584,33.13618125915527,1224.1117719473727,2704.521339504898,363.83915120647066
572,846,57,Olig,142,2625,375,13.813253402709961,33.121604919433594,13.717960262298584,33.13618125915527,1224.1117719473727,2741.6494549634,357.1569309547896
573,673,57,Olig,142,2625,375,13.811033248901367,33.186119079589844,13.717960262298584,33.13618125915527,1224.1117719473727,2738.9317385507666,436.1294738593533
574,480,57,Olig,142,2625,375,13.706315040588379,33.09123611450195,13.717960262298584,33.13618125915527,1224.1117719473727,2610.7449470176,319.98211933799485
575,401,57,HPC,142,2625,375,13.635319709777832,33.21406555175781,13.717960262298584,33.13618125915527,1224.1117719473727,2523.838726819112,470.33907942456347
576,869,57,HPC,142,2625,375,13.689574241638184,33.055999755859375,13.717960262298584,33.13618125915527,1224.1117719473727,2590.252337950862,276.8488779230554
577,631,57,HPC,142,2625,375,13.776806831359863,33.02667999267578,13.717960262298584,33.13618125915527,1224.1117719473727,2697.034777926626,240.95821065930912
578,470,57,HPC,142,2625,375,13.601059913635254,33.055747985839844,13.717960262298584,33.13618125915527,1224.1117719473727,2481.900907056465,276.54068327832374
579,531,57,HPC,142,2625,375,13.58267879486084,33.41103744506836,13.717960262298584,33.13618125915527,1224.1117719473727,2459.400363183142,711.4546927687659
580,1250,58,Astro,143,2625,1125,13.7042875289917,33.140533447265625,13.924443851817738,33.23914787986062,689.1064169799354,2473.28886520187,1057.0441616919557
581,1089,58,Astro,143,2625,1125,14.020038604736328,33.2535285949707,13.924443851817738,33.23914787986062,689.1064169799354,2690.8749576658115,1134.9098430631204
582,192,58,Astro,143,2625,1125,13.872771263122559,33.3426399230957,13.924443851817738,33.23914787986062,689.1064169799354,2589.3920875481867,1196.3170310996625
583,324,58,Astro,143,2625,1125,13.979385375976562,33.203819274902344,13.924443851817738,33.23914787986062,689.1064169799354,2662.860556856504,1100.6548316203045
584,522,58,Astro,143,2625,1125,14.06528377532959,33.20301055908203,13.924443851817738,33.23914787986062,689.1064169799354,2722.0536950589803,1100.0975403590141
585,1031,58,Astro,143,2625,1125,13.966939926147461,33.34500503540039,13.924443851817738,33.23914787986062,689.1064169799354,2654.2843175170683,1197.946845165701
586,1133,58,Astro,143,2625,1125,13.861076354980469,33.30204772949219,13.924443851817738,33.23914787986062,689.1064169799354,2581.3330513014816,1168.344690008188
587,46,58,ExcitatoryL5,143,2625,1125,13.821152687072754,33.4042854309082,13.924443851817738,33.23914787986062,689.1064169799354,2553.8213955568995,1238.797346111243
588,1032,58,ExcitatoryL5,143,2625,1125,14.118905067443848,32.73089599609375,13.924443851817738,33.23914787986062,689.1064169799354,2759.0044715416707,774.7603654541115
589,392,58,Olig,143,2625,1125,13.969487190246582,33.37070083618164,13.924443851817738,33.23914787986062,689.1064169799354,2656.039653553515,1215.6539863734984
590,714,58,Olig,143,2625,1125,13.789554595947266,33.33415985107422,13.924443851817738,33.23914787986062,689.1064169799354,2532.046948198009,1190.4733590532057
591,278,59,Olig,144,2625,1875,13.792902946472168,33.77669143676758,13.873714637756347,33.57936477661133,1468.6260706502383,2506.3178433667163,2164.7990775398084
592,449,59,Olig,144,2625,1875,13.80256175994873,33.58680725097656,13.873714637756347,33.57936477661133,1468.6260706502383,2520.5030286499436,1885.9302118829294
593,1049,59,Olig,144,2625,1875,13.780517578125,33.48455810546875,13.873714637756347,33.57936477661133,1468.6260706502383,2488.128368517459,1735.764451088446
594,500,59,Olig,144,2625,1875,13.788710594177246,33.66992950439453,13.873714637756347,33.57936477661133,1468.6260706502383,2500.1608454890434,2008.005720303754
595,1208,59,Olig,144,2625,1875,13.987226486206055,33.51101303100586,13.873714637756347,33.57936477661133,1468.6260706502383,2791.70645996094,1774.6168444293558
596,76,59,Olig,144,2625,1875,14.109408378601074,33.481143951416016,13.873714637756347,33.57936477661133,1468.6260706502383,2971.1459724936476,1730.7503354373844
597,997,59,Olig,144,2625,1875,13.743782043457031,33.376949310302734,13.873714637756347,33.57936477661133,1468.6260706502383,2434.1776045848046,1577.7273690763743
598,75,59,Olig,144,2625,1875,13.887685775756836,33.638675689697266,13.873714637756347,33.57936477661133,1468.6260706502383,2645.5183775041705,1962.1055532320781
599,1341,59,Astro,144,2625,1875,13.911526679992676,33.705142974853516,13.873714637756347,33.57936477661133,1468.6260706502383,2680.5317510128007,2059.7211410578907
600,1363,59,Astro,144,2625,1875,13.93282413482666,33.56273651123047,13.873714637756347,33.57936477661133,1468.6260706502383,2711.809748420486,1850.579295951979
601,615,60,ExcitatoryL6,146,2625,2625,14.195452690124512,33.68663024902344,14.203208316456188,33.92151641845703,897.9042195151402,2618.0361903918056,2414.094717359828
602,670,60,Npy,146,2625,2625,13.970236778259277,33.83676528930664,14.203208316456188,33.92151641845703,897.9042195151402,2415.813872826062,2548.9016035271916
603,574,60,Micro,146,2625,2625,14.048437118530273,33.95757293701172,14.203208316456188,33.92151641845703,897.9042195151402,2486.0302883229087,2657.37530015128
604,816,60,Micro,146,2625,2625,14.131515502929688,33.868568420410156,14.203208316456188,33.92151641845703,897.9042195151402,2560.6267202256436,2577.4577691388317
605,1123,60,Olig,146,2625,2625,14.575681686401367,34.11042404174805,14.203208316456188,33.92151641845703,897.9042195151402,2959.4454105308005,2794.6209520515795
606,643,60,Olig,146,2625,2625,14.210296630859375,33.88089370727539,14.203208316456188,33.92151641845703,897.9042195151402,2631.364627411872,2588.52469622186
607,618,60,Olig,146,2625,2625,14.125513076782227,34.14762878417969,14.203208316456188,33.92151641845703,897.9042195151402,2555.23711646051,2828.0272472669235
608,81,60,Olig,146,2625,2625,14.330107688903809,33.834896087646484,14.203208316456188,33.92151641845703,897.9042195151402,2738.9434819745425,2547.223239469413
