	Astro	ExcitatoryL5	Sst	ExcitatoryL2and3	Other	Vip	Smc	Olig	Endo	ExcitatoryL4	Micro	Npy	Pvalb	ExcitatoryL6	HPC
0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.4
1	0.17647058823529413	0.17647058823529413	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.058823529411764705	0.17647058823529413	0.0	0.11764705882352941	0.0	0.0	0.17647058823529413	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.125	0.0
3	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0
4	0.0	0.07142857142857142	0.07142857142857142	0.0	0.0	0.0	0.0	0.14285714285714285	0.07142857142857142	0.0	0.0	0.0	0.0	0.6428571428571429	0.0
5	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0
6	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.7	0.0
7	0.0	0.2	0.0	0.1	0.0	0.0	0.0	0.1	0.3	0.1	0.0	0.0	0.0	0.2	0.0
8	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.4	0.0
9	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.125	0.0	0.0	0.0	0.0	0.125	0.0
10	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.4444444444444444	0.0	0.0	0.1111111111111111	0.0	0.0
11	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.7272727272727273	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.8181818181818182	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.125	0.375	0.0	0.0	0.0	0.0	0.0
14	0.0	0.0	0.18181818181818182	0.6363636363636364	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.09090909090909091	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0
16	0.125	0.0	0.0	0.5	0.0	0.125	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.6666666666666666	0.0	0.16666666666666666	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.36363636363636365	0.09090909090909091	0.2727272727272727	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0
21	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.1	0.0
22	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.8	0.0
24	0.1111111111111111	0.0	0.1111111111111111	0.0	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5555555555555556	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
26	0.0	0.1111111111111111	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.6666666666666666	0.0
27	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.0
28	0.125	0.125	0.125	0.125	0.0	0.0	0.0	0.25	0.125	0.0	0.0	0.0	0.0	0.125	0.0
29	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.0	0.0	0.0	0.1	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6363636363636364	0.36363636363636365	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.38461538461538464	0.38461538461538464	0.0	0.0	0.07692307692307693	0.0	0.0
32	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.1	0.0
33	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
